ExpressionParser, CLASS/INTERFACE, 9350, 1, 10.3 Expression Evaluation using Spring’s Expression Interface, org.springframework.expression.spel.standard.SpelExpressionParser, @null
response.getHeaders(), METHOD, 34560, 1, 28.10.1 RestTemplate, org.springframework.http.HttpEntity.getHeaders(), @null
String, CLASS/INTERFACE, 34560, 1, 28.10.1 RestTemplate, org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessorMockTests.paramRequestBodyString, @null
response.getBody(), METHOD, 34560, 1, 28.10.1 RestTemplate, org.springframework.http.HttpEntity.getBody(), @null
MappingJacksonValue, CLASS/INTERFACE, 34578, 1, 28.10.1 RestTemplate, org.springframework.http.converter.json.MappingJacksonValue, @null
value, UNIDENTIFIED-TYPE, 34578, 1, 28.10.1 RestTemplate, org.springframework.http.converter.json.MappingJacksonValue.value, @null
MappingJacksonValue(), METHOD, 34578, 1, 28.10.1 RestTemplate, org.springframework.http.converter.json.MappingJacksonValue(), @null
User(), METHOD, 34578, 1, 28.10.1 RestTemplate, org.springframework.web.context.request.ServletWebRequest.getRemoteUser(), @null
value.setSerializationView(), METHOD, 34578, 1, 28.10.1 RestTemplate, org.springframework.http.converter.json.MappingJacksonValue.setSerializationView(), @null
HttpEntity, CLASS/INTERFACE, 34578, 1, 28.10.1 RestTemplate, org.springframework.http.HttpEntity, @null
entity, UNIDENTIFIED-TYPE, 34578, 1, 28.10.1 RestTemplate, org.springframework.test.util.ReflectionTestUtilsTests.entity, @null
String, CLASS/INTERFACE, 34578, 1, 28.10.1 RestTemplate, org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessorMockTests.paramRequestBodyString, @null
template.postForObject(), METHOD, 34578, 1, 28.10.1 RestTemplate, org.springframework.web.client.RestTemplate.HeadersExtractor.postForObject(), @null
entity, UNIDENTIFIED-TYPE, 34578, 1, 28.10.1 RestTemplate, org.springframework.test.util.ReflectionTestUtilsTests.entity, @null
HttpMessageConverter, CLASS/INTERFACE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.HttpMessageConverter, @null
converter.(), UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.HttpMessageConverter.getSupportedMediaTypes(), @null
canRead(), METHOD, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.HttpMessageConverter.canRead(), @null
clazz, UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.expression.spel.support.ReflectivePropertyAccessor.PropertyCacheKey.clazz, @null
MediaType, CLASS/INTERFACE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.MediaType, @null
converter.(), UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.HttpMessageConverter.getSupportedMediaTypes(), @null
canWrite(), METHOD, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.HttpMessageConverter.canWrite(), @null
clazz, UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.expression.spel.support.ReflectivePropertyAccessor.PropertyCacheKey.clazz, @null
MediaType, CLASS/INTERFACE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.MediaType, @null
Return, CLASS/INTERFACE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.messaging.support.ExecutorSubscribableChannelTests.BeforeHandleInterceptor.messageToReturn, @null
MediaType, CLASS/INTERFACE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.MediaType, @null
objects, UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.web.servlet.mvc.method.annotation.SseEmitterTests.TestHandler.objects, @null
supported, UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.web.method.annotation.RequestHeaderMapMethodArgumentResolverTests.paramUnsupported, @null
converter.(), UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.HttpMessageConverter.getSupportedMediaTypes(), @null
getSupportedMediaTypes(), METHOD, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.HttpMessageConverter.getSupportedMediaTypes(), @null
object, UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.core.style.ToStringCreator.object, @null
message, UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, example.scannable.MessageBean.message, @null
it.(), UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.HttpMessageConverter.getSupportedMediaTypes(), @null
read(), METHOD, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.HttpMessageConverter.read(), @null
clazz, UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.expression.spel.support.ReflectivePropertyAccessor.PropertyCacheKey.clazz, @null
HttpInputMessage, CLASS/INTERFACE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.HttpInputMessage, @null
IOException, CLASS/INTERFACE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.core.NestedIOException, @null
HttpMessageNotReadableException, CLASS/INTERFACE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.HttpMessageNotReadableException, @null
Write, CLASS/INTERFACE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.web.socket.sockjs.transport.session.TestSockJsSession.exceptionOnWrite, @null
object, UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.core.style.ToStringCreator.object, @null
output, UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.expression.spel.SpelCompilationCoverageTests.Obj4.output, @null
message.(), UNIDENTIFIED-TYPE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.HttpMessageConverter.getSupportedMediaTypes(), @null
write(), METHOD, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.HttpMessageConverter.write(), @null
HttpOutputMessage, CLASS/INTERFACE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.FormHttpMessageConverter.MultipartHttpOutputMessage, @null
IOException, CLASS/INTERFACE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.core.NestedIOException, @null
HttpMessageNotWritableException, CLASS/INTERFACE, 34590, 1, 28.10.2 HTTP Message Conversion, org.springframework.http.converter.HttpMessageNotWritableException, @null
Future, CLASS/INTERFACE, 34686, 1, 28.10.3 Async RestTemplate, org.springframework.http.client.Netty4ClientHttpRequest.RequestExecuteHandler.responseFuture, @null
template.getForEntity(), METHOD, 34686, 1, 28.10.3 Async RestTemplate, org.springframework.web.client.RestTemplate.HeadersExtractor.getForEntity(), @null
String.class(), METHOD, 34686, 1, 28.10.3 Async RestTemplate, org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverterTests.writeXmlRootElementSubclass(), @null
result, UNIDENTIFIED-TYPE, 34686, 1, 28.10.3 Async RestTemplate, org.springframework.web.context.request.async.DeferredResult.result, @null
ResponseEntity, CLASS/INTERFACE, 34686, 1, 28.10.3 Async RestTemplate, org.springframework.http.ResponseEntity, @null
entity, UNIDENTIFIED-TYPE, 34686, 1, 28.10.3 Async RestTemplate, org.springframework.test.util.ReflectionTestUtilsTests.entity, @null
futureEntity.get(), UNIDENTIFIED-TYPE, 34686, 1, 28.10.3 Async RestTemplate, org.springframework.test.web.servlet.request.MockMvcRequestBuilders.get(), @null
ListenableFuture, CLASS/INTERFACE, 34694, 1, 28.10.3 Async RestTemplate, org.springframework.http.client.OkHttpAsyncClientHttpRequest.OkHttpListenableFuture, @null
template.getForEntity(), METHOD, 34694, 1, 28.10.3 Async RestTemplate, org.springframework.web.client.RestTemplate.HeadersExtractor.getForEntity(), @null
String.class(), METHOD, 34694, 1, 28.10.3 Async RestTemplate, org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverterTests.writeXmlRootElementSubclass(), @null
callback, UNIDENTIFIED-TYPE, 34694, 1, 28.10.3 Async RestTemplate, org.springframework.http.client.HttpComponentsAsyncClientHttpRequest.ClientHttpResponseFuture.callback, @null
futureEntity.addCallback(), METHOD, 34694, 1, 28.10.3 Async RestTemplate, org.springframework.http.client.HttpComponentsAsyncClientHttpRequest.HttpResponseFutureCallback.addCallback(), @null
onSuccess(), METHOD, 34694, 1, 28.10.3 Async RestTemplate, org.springframework.web.socket.sockjs.client.JettyXhrTransport.SockJsResponseListener.onSuccess(), @null
onFailure(), METHOD, 34694, 1, 28.10.3 Async RestTemplate, org.springframework.beans.factory.xml.XmlBeanFactory.cleanupAfterBeanCreationFailure(), @null
properties, UNIDENTIFIED-TYPE, 33807, 1, 28.2.1 Exporting the service using the RmiServiceExporter, org.springframework.test.context.support.TestPropertySourceAttributes.properties, @null
defaults, UNIDENTIFIED-TYPE, 33811, 1, 28.2.1 Exporting the service using the RmiServiceExporter, org.springframework.tests.beans.CollectingReaderEventListener.defaults, @null
methods, UNIDENTIFIED-TYPE, 33832, 1, 28.2.2 Linking in the service at the client, org.springframework.core.GenericCollectionTypeResolverTests.methods, @null
properties, UNIDENTIFIED-TYPE, 33892, 1, 28.3.2 Exposing your beans by using the HessianServiceExporter, org.springframework.test.context.support.TestPropertySourceAttributes.properties, @null
value(), METHOD, 34021, 1, 28.4.1 Exposing the service object, org.springframework.test.web.servlet.result.JsonPathResultMatchersTests.value(), @null
delegates, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.servlet.config.annotation.WebMvcConfigurerComposite.delegates, @null
application, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.jsf.MockFacesContext.application, @null
context.(), UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.context.support.SpringBeanAutowiringSupport.processInjectionBasedOnCurrentContext(), @null
wrapper, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.beans.BeanWrapperAutoGrowingTests.wrapper, @null
endpoint, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.socket.server.standard.UndertowRequestUpgradeStrategy.FallbackStrategy.EndpointInstanceFactory.endpoint, @null
classes.(), UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.context.support.SpringBeanAutowiringSupport.processInjectionBasedOnCurrentContext(), @null
service, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.socket.server.standard.SpringConfiguratorTests.ComponentEchoEndpoint.service, @null
wrapper, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.beans.BeanWrapperAutoGrowingTests.wrapper, @null
SpringBeanAutowiringSupport, CLASS/INTERFACE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.context.support.SpringBeanAutowiringSupport, @null
Spring, CLASS/INTERFACE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.beans.factory.aspectj.ShouldBeConfiguredBySpring, @null
way.(), UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.context.support.SpringBeanAutowiringSupport.processInjectionBasedOnCurrentContext(), @null
registered, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.jmx.export.MBeanExporterTests.MockMBeanExporterListener.registered, @null
server(), METHOD, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.context.annotation.EnableMBeanExport.server(), @null
implementation.(), UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.context.support.SpringBeanAutowiringSupport.processInjectionBasedOnCurrentContext(), @null
server, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.servlet.mvc.method.annotation.RequestPartIntegrationTests.server, @null
servlet, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.servlet.mvc.annotation.UriTemplateServletAnnotationControllerTests.servlet, @null
web.xml(), UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.test.web.servlet.result.ContentResultMatchers.xml(), @null
server, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.servlet.mvc.method.annotation.RequestPartIntegrationTests.server, @null
endpoint, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.socket.server.standard.UndertowRequestUpgradeStrategy.FallbackStrategy.EndpointInstanceFactory.endpoint, @null
accordingly.(), UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.context.support.SpringBeanAutowiringSupport.processInjectionBasedOnCurrentContext(), @null
servlet, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.servlet.mvc.annotation.UriTemplateServletAnnotationControllerTests.servlet, @null
match, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.beans.BeanWrapperTests.PropertyTypeMismatch, @null
service, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.socket.server.standard.SpringConfiguratorTests.ComponentEchoEndpoint.service, @null
name.(), UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.context.support.SpringBeanAutowiringSupport.processInjectionBasedOnCurrentContext(), @null
service, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.socket.server.standard.SpringConfiguratorTests.ComponentEchoEndpoint.service, @null
engine, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.servlet.view.groovy.GroovyMarkupView.engine, @null
instances, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.beans.factory.access.SingletonBeanFactoryLocator.instances, @null
class.(), UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.context.support.SpringBeanAutowiringSupport.processInjectionBasedOnCurrentContext(), @null
Spring, CLASS/INTERFACE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.beans.factory.aspectj.ShouldBeConfiguredBySpring, @null
references, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.mock.web.portlet.MockPortletPreferences.preferences, @null
wired, UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.beans.factory.annotation.Autowired, @null
here.(), UNIDENTIFIED-TYPE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.context.support.SpringBeanAutowiringSupport.processInjectionBasedOnCurrentContext(), @null
org.springframework.web.context.support.SpringBeanAutowiringSupport, PACKAGE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.context.support.SpringBeanAutowiringSupport, @null
SpringBeanAutowiringSupport, CLASS/INTERFACE, 34073, 1, 28.5.1 Exposing servlet-based web services using JAX-WS, org.springframework.web.context.support.SpringBeanAutowiringSupport, @null
service, UNIDENTIFIED-TYPE, 34200, 1, 28.5.4 Accessing web services using JAX-WS, org.springframework.web.socket.server.standard.SpringConfiguratorTests.ComponentEchoEndpoint.service, @null
setService(), METHOD, 34200, 1, 28.5.4 Accessing web services using JAX-WS, org.springframework.context.support.Assembler.setService(), @null
this.service(), UNIDENTIFIED-TYPE, 34200, 1, 28.5.4 Accessing web services using JAX-WS, org.springframework.web.servlet.support.DispatcherServletInitializerTests.MyDispatcherServlet.service(), @null
service, UNIDENTIFIED-TYPE, 34200, 1, 28.5.4 Accessing web services using JAX-WS, org.springframework.web.socket.server.standard.SpringConfiguratorTests.ComponentEchoEndpoint.service, @null
foo(), METHOD, 34200, 1, 28.5.4 Accessing web services using JAX-WS, org.springframework.web.servlet.mvc.annotation.ServletAnnotationControllerTests.ResponseEntityController.foo(), @null
